brand;processor_brand;ram_gb;ram_type;os;os_bit;graphic_card_gb;weight;display_size;warranty;Touchscreen;msoffice;price
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;2;No;No;52990
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;61000
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;59990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;99990
ASUS;AMD;32;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;Yes;124990
acer;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;119990
ASUS;AMD;16;DDR5;Windows;32;4;Casual;15.6;1;No;No;111990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;67990
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;49990
HP;AMD;16;DDR4;Windows;32;0;Casual;13.3;0;Yes;No;109000
DELL;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;77900
DELL;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;70799
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;52500
lenovo;Intel;;;Missing;32;0;Casual;0;0;No;No;171998
Lenovo;Intel;4;DDR4;Windows;32;2;Casual;14;0;No;No;57999
Lenovo;Intel;8;DDR3;Windows;64;0;Casual;15.6;0;No;No;52490
ASUS;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;119990
Lenovo;Intel;4;DDR4;Windows;64;4;Casual;15.6;1;No;No;56990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;65990
acer;Intel;8;DDR3;Windows;64;0;ThinNlight;14;1;Yes;Yes;81998
ASUS;AMD;16;DDR4;Windows;64;6;Casual;15.6;0;No;No;141990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;53690
DELL;Intel;;;Missing;32;4;Casual;0;1;No;No;68090
MSI;Intel;16;DDR4;Windows;64;4;Casual;15.6;3;No;No;159990
ASUS;Intel;4;DDR4;Windows;32;0;Casual;13.3;0;Yes;No;58100
Vaio;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;2;No;Yes;49590
ASUS;AMD;16;DDR4;Windows;64;4;Casual;16;1;No;No;162990
MSI;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;55990
ASUS;Intel;32;DDR4;Windows;32;6;Casual;17.3;1;No;No;441990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;53190
Lenovo;Intel;8;DDR4;Windows;32;2;Casual;15.6;2;No;Yes;58999
ASUS;Intel;8;DDR4;Windows;64;4;Casual;17.3;0;No;No;84500
Lenovo;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;41990
ASUS;Intel;16;DDR4;Windows;32;6;Casual;15.6;0;No;No;120980
DELL;Intel;8;DDR4;Windows;64;2;ThinNlight;15.6;3;No;No;71990
HP;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;36490
HP;Intel;8;DDR4;Windows;32;4;Casual;16.1;0;No;No;82000
ASUS;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;48490
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;38990
ASUS;Intel;16;DDR4;Windows;32;6;Casual;16;1;No;No;157249
ASUS;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;49990
ALIENWARE;NVIDIA;15.6;Full;Missing;32;8;Casual;0;0;No;No;269290
ASUS;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;84990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;67490
acer;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;75999
ASUS;AMD;16;DDR4;Windows;64;0;Casual;16;1;No;No;130500
Lenovo;Intel;16;DDR4;Windows;64;4;ThinNlight;15.6;0;No;No;229900
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;44376
HP;Intel;16;DDR4;Windows;64;0;Casual;13.3;1;Yes;No;162990
acer;AMD;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;31990
acer;Intel;;;Missing;32;0;Casual;0;1;No;No;119990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;32990
Lenovo;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;89998
DELL;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;1;No;Yes;135300
MSI;Intel;8;DDR4;Windows;64;0;Casual;14;0;No;No;64990
acer;Intel;8;DDR4;Windows;64;2;ThinNlight;15.6;1;No;No;61990
ASUS;AMD;8;DDR4;Windows;64;4;Casual;14;0;No;No;116990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;99990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;14;1;No;No;41490
ASUS;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;131500
ASUS;Intel;8;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;84990
Lenovo;Intel;8;DDR4;Windows;64;4;Gaming;15.6;0;No;No;69899
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;61990
DELL;Intel;8;DDR4;Windows;64;4;Casual;15.6;1;No;No;79990
ASUS;AMD;16;DDR4;Windows;32;6;Casual;14;0;No;No;138990
DELL;Intel;8;DDR4;Windows;64;4;Casual;15.6;1;No;No;76300
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;44290
DELL;Intel;8;DDR4;Windows;32;0;Casual;15;0;No;No;58090
DELL;AMD;16;DDR4;Windows;64;6;Casual;15.6;0;No;No;89990
Lenovo;AMD;16;DDR4;Windows;64;0;Casual;13.3;3;Yes;Yes;78988
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;55999
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;72900
Lenovo;Intel;16;DDR4;Windows;64;0;ThinNlight;13.3;3;No;No;174527
DELL;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;73990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;14;3;Yes;No;125394
ASUS;AMD;32;LPDDR4X;Windows;64;4;Casual;13.4;1;Yes;Yes;234990
ASUS;AMD;8;DDR4;Windows;64;0;Casual;17.3;1;No;Yes;62990
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;48999
ASUS;Intel;16;LPDDR4;Windows;64;0;ThinNlight;13.3;0;No;No;84990
DELL;Intel;16;DDR4;Windows;32;2;Casual;15.6;0;No;No;73519
Lenovo;AMD;16;DDR4;Windows;64;4;Casual;15.6;0;No;No;73138
ASUS;Intel;16;LPDDR3;Windows;64;0;Casual;14;0;No;No;154990
HP;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;No;126000
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;0;No;No;162299
ASUS;Intel;4;DDR4;Windows;32;0;ThinNlight;15.6;0;No;No;33990
ASUS;First;NVIDIA;GTX;Missing;64;4;Casual;0;0;No;No;209690
ASUS;Intel;8;DDR4;Missing;32;2;Casual;14;0;No;No;69990
LG;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;76990
ASUS;Intel;16;DDR4;Windows;64;6;Casual;15.6;1;No;No;88990
ASUS;AMD;16;DDR4;Windows;64;0;Casual;13.3;1;No;No;80990
Avita;AMD;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;24990
DELL;AMD;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;43990
HP;Intel;16;DDR4;Windows;64;0;ThinNlight;13.5;1;Yes;Yes;114999
DELL;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;43900
acer;Pre-installed;Acer;Master;Missing;32;4;Casual;6th;0;No;No;116640
DELL;Intel;16;DDR4;Windows;64;2;Casual;14;1;Yes;Yes;82990
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;46690
acer;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;Yes;No;109999
ASUS;AMD;16;DDR4;Windows;64;0;Casual;15.6;1;No;No;135990
ASUS;Intel;16;LPDDR3;Windows;64;0;Casual;14;0;No;No;165990
Lenovo;Intel;16;DDR4;Windows;64;0;ThinNlight;14;1;Yes;Yes;82990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;14;0;No;No;56990
Lenovo;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;14;0;No;No;119990
DELL;Intel;8;DDR4;Windows;64;2;Casual;14;1;Yes;Yes;79990
Lenovo;AMD;16;DDR4;Windows;32;0;Casual;14;0;No;No;80490
DELL;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;109190
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;43400
ASUS;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;114990
HP;Intel;16;LPDDR4X;Windows;64;0;Casual;13.5;1;Yes;No;129999
Lenovo;Intel;4;DDR4;Windows;32;0;Casual;15.6;0;No;No;40990
Lenovo;Intel;4;DDR4;Missing;64;0;Casual;15;0;No;No;38999
HP;Intel;8;DDR4;Windows;32;0;ThinNlight;15.6;1;No;No;50990
DELL;Intel;4;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;58990
MSI;512;Pre-installed;Windows;Missing;32;6;Casual;8th;0;No;No;149990
HP;Intel;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;99999
acer;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;61597
DELL;Intel;16;DDR4;Windows;64;2;Casual;15.6;0;No;No;71290
ASUS;Intel;;;Missing;32;6;Casual;0;0;No;No;146490
Lenovo;Intel;8;DDR4;Windows;64;4;Gaming;15.6;0;No;No;74999
Lenovo;AMD;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;106990
MSI;Intel;16;DDR4;Windows;64;2;Casual;14;1;No;No;104990
ASUS;First;NVIDIA;GTX;Missing;64;4;Casual;0;0;No;No;175190
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;40750
DELL;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;39990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;81990
ASUS;Intel;16;LPDDR3;Windows;64;0;Casual;14;0;No;No;167990
ASUS;AMD;8;DDR4;Windows;32;4;Casual;15.6;0;No;No;79990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;79500
ASUS;Intel;8;DDR4;Windows;64;2;Casual;14;0;No;No;93990
DELL;Intel;8;DDR4;Windows;64;2;Casual;14;1;No;Yes;82990
ASUS;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;No;144990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;14;0;No;No;61249
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;43000
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;70980
acer;AMD;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;31990
ASUS;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;Yes;No;109990
ASUS;Intel;16;DDR3;Windows;64;0;ThinNlight;13.3;1;No;No;99990
iball;Intel;4;DDR3;Windows;64;0;Casual;0;0;No;No;13990
ASUS;Intel;8;LPDDR4X;Windows;64;0;Casual;14;1;Yes;No;99990
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;98912
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;48900
HP;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;136590
Lenovo;Intel;16;DDR4;Windows;64;2;ThinNlight;14;0;No;No;244801
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;No;39990
Lenovo;AMD;8;DDR4;Windows;32;0;Casual;15.6;1;No;No;59900
HP;Intel;8;DDR4;Windows;32;0;Casual;13.3;0;No;No;94000
Lenovo;Intel;;;Missing;32;2;Casual;0;0;No;No;46990
ASUS;Intel;16;LPDDR3;Windows;64;0;Casual;14;0;No;No;233990
HP;Intel;16;LPDDR4X;Windows;64;0;Casual;13.5;1;Yes;No;165000
DELL;Intel;16;DDR4;Windows;64;2;Casual;14;0;Yes;No;82990
DELL;Intel;8;DDR4;Windows;64;4;Casual;13.3;1;No;Yes;87990
ASUS;Intel;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;94990
MSI;Intel;16;LPDDR4X;Windows;64;0;Casual;14;1;No;No;79990
Avita;AMD;4;DDR4;Windows;64;0;ThinNlight;14;0;No;No;19990
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;14;1;No;No;52990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;1;No;Yes;86000
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;85990
ASUS;Intel;8;DDR4;Windows;64;2;Casual;14;0;No;No;86990
ASUS;Intel;8;LPDDR3;Windows;64;2;Casual;14;1;No;Yes;105990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;15.6;0;No;No;38000
Lenovo;Intel;16;DDR4;Windows;32;2;Casual;12;0;No;No;162399
Lenovo;Intel;4;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;43990
ASUS;AMD;8;DDR4;Windows;64;4;Casual;14;1;No;No;149990
DELL;AMD;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;89570
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;54590
ASUS;Intel;4;DDR4;Windows;64;0;Casual;14;1;No;No;40990
ASUS;Intel;8;LPDDR3;Windows;64;0;Casual;14;0;No;No;84990
ASUS;Intel;4;DDR4;Windows;64;0;ThinNlight;14;1;No;No;36990
ASUS;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;75100
Lenovo;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;59999
DELL;Intel;8;DDR4;Windows;32;0;Casual;14;0;No;No;58990
HP;Intel;8;DDR4;Windows;32;0;Casual;14;0;No;No;119599
Lenovo;Pre-installed;Full;LED;Missing;32;4;Casual;0;0;No;No;77890
DELL;AMD;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;75500
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;41790
Lenovo;Intel;16;DDR4;Windows;64;0;Casual;14;1;No;Yes;91999
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;57999
Lenovo;Intel;16;LPDDR3;Windows;64;0;ThinNlight;14;0;No;No;211753
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;68900
Lenovo;AMD;4;DDR4;Missing;64;0;Casual;14;0;No;No;21896
DELL;Intel;16;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;78900
ASUS;Intel;8;DDR4;Windows;64;2;Casual;14;0;No;No;83990
ASUS;Intel;8;LPDDR3;Windows;64;0;Casual;14;0;No;No;132790
ASUS;AMD;16;DDR4;Windows;64;4;Casual;14;1;No;No;142990
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;68500
Avita;AMD;4;DDR4;Windows;64;0;ThinNlight;14;0;No;No;21490
DELL;NVIDIA;15.6;Full;Missing;32;4;Casual;0;0;No;No;75500
HP;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;1;No;Yes;51890
ASUS;Intel;8;DDR4;Missing;32;2;Casual;14;0;No;No;58799
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14.96;1;No;Yes;37990
HP;AMD;4;DDR4;Missing;32;0;Casual;14;0;No;No;20900
Nokia;Intel;16;DDR4;Windows;64;0;ThinNlight;14;0;No;No;55990
Lenovo;Intel;4;DDR4;Missing;32;0;Casual;14;0;No;No;49999
HP;MediaTek;4;LPDDR4X;Missing;32;0;Casual;0;0;No;No;22490
ASUS;Intel;4;LPDDR4;Missing;64;0;Casual;0;0;No;No;18990
HP;MediaTek;4;LPDDR4X;Missing;32;0;Casual;0;0;No;No;22990
DELL;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;48500
ASUS;AMD;16;DDR4;Windows;64;0;Casual;17.3;1;No;No;78000
DELL;Intel;8;LPDDR4X;Windows;64;0;ThinNlight;13.3;0;No;No;74190
HP;Intel;4;DDR4;Missing;32;2;Casual;15.6;0;No;No;46200
HP;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;64990
HP;Intel;4;DDR4;Missing;64;0;Casual;0;0;No;No;26470
Lenovo;Intel;8;DDR4;Windows;64;4;Gaming;15.6;0;No;No;60990
Lenovo;Intel;4;LPDDR4X;Missing;64;0;Casual;0;0;No;No;25990
Lenovo;Intel;16;DDR4;Windows;32;0;Casual;14;0;No;No;110999
Avita;AMD;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;24990
ASUS;Intel;4;LPDDR4;Missing;32;0;Casual;0;0;No;No;17990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;71695
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;0;No;No;65556
HP;Intel;4;DDR4;Missing;64;0;Casual;0;0;No;No;27990
HP;Intel;8;DDR4;Windows;64;2;Casual;15.6;0;No;No;49279
Avita;Intel;4;DDR4;Windows;64;0;Casual;0;0;No;No;17490
ASUS;Intel;16;DDR4;Windows;64;6;Gaming;15.6;1;No;No;139990
Avita;Intel;16;DDR4;Windows;64;0;ThinNlight;14;0;No;No;62990
HP;AMD;32;DDR4;Missing;32;4;Casual;14;0;No;No;26899
Lenovo;Intel;16;LPDDR4;Windows;64;0;Casual;13;1;No;Yes;85990
Lenovo;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;38999
DELL;Intel;16;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;70190
Vaio;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;2;No;Yes;50990
DELL;Intel;8;DDR4;Windows;64;2;Casual;14;1;Yes;No;79590
HP;AMD;16;DDR4;Windows;64;0;ThinNlight;14;1;No;Yes;59999
HP;AMD;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;32917
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;0;No;No;65556
HP;M.2;Intel;i5;Missing;32;0;ThinNlight;0;0;No;No;55990
ASUS;Intel;8;DDR4;Windows;64;4;Casual;15.6;1;No;No;76990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;48990
HP;Intel;16;DDR4;Windows;64;2;Casual;13.3;1;No;Yes;94990
Nokia;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;52790
DELL;Intel;16;DDR4;Windows;64;4;Casual;15.6;1;No;No;99990
HP;Intel;16;DDR4;Windows;64;6;Casual;16.1;1;No;Yes;136990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;45930
Lenovo;AMD;16;DDR4;Windows;64;0;Casual;14;1;No;No;73400
HP;Intel;8;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;55490
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;0;No;No;65556
acer;Intel;;;Missing;32;0;Casual;0;0;No;No;94190
Vaio;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;2;No;Yes;57990
Lenovo;Intel;16;DDR4;Windows;64;8;Casual;15.6;1;No;Yes;234990
HP;Intel;8;DDR4;Missing;64;0;Casual;14;1;Yes;No;56490
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;44990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;13.3;1;Yes;Yes;84990
ASUS;AMD;16;LPDDR4X;Windows;64;0;ThinNlight;13.3;1;No;Yes;84970
HP;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;46790
Smartron;Intel;4;DDR3;Windows;64;0;Casual;12.2;0;Yes;No;52990
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;42090
HP;AMD;8;DDR4;Windows;64;4;Gaming;15.6;1;No;Yes;64990
ASUS;Intel;4;DDR4;Windows;64;0;Casual;0;0;No;No;22990
HP;AMD;16;DDR4;Windows;64;2;Casual;14;1;No;Yes;79990
Lenovo;Intel;8;DDR4;Windows;64;2;Casual;14;1;Yes;Yes;86999
HP;Intel;4;DDR4;Windows;64;0;Casual;14;1;Yes;Yes;54238
HP;64;Access;Apps;Missing;32;0;Casual;0;0;No;No;61745
HP;AMD;16;DDR4;Windows;64;4;Gaming;15.6;1;No;Yes;84990
HP;Intel;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;44599
ASUS;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;41500
ASUS;Intel;8;LPDDR3;Windows;64;0;ThinNlight;13.3;1;No;No;81990
acer;Intel;4;DDR4;Windows;32;0;Casual;15.6;0;No;No;36999
HP;Intel;16;DDR4;Windows;64;2;Casual;15.6;1;No;No;78000
DELL;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;42900
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;1;No;Yes;64990
ASUS;Intel;4;DDR4;Missing;64;0;Casual;15.6;0;No;No;34649
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73063
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73063
Smartron;Intel;4;DDR3;Windows;64;0;Casual;12.2;0;Yes;No;42990
DELL;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;Yes;62317
HP;Intel;16;DDR4;Windows;64;4;Casual;14;1;No;Yes;100990
Lenovo;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;1;No;Yes;74990
ASUS;Intel;8;DDR4;Windows;64;4;Casual;15.6;0;No;No;75990
acer;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;1;No;No;59490
ASUS;Intel;8;DDR4;Windows;64;0;ThinNlight;14.1;1;No;No;49800
Lenovo;Intel;16;DDR4;Windows;32;8;Casual;15.6;0;No;No;265998
DELL;Intel;4;DDR4;Windows;64;0;Casual;15.6;1;No;No;35990
MSI;Intel;8;DDR4;Windows;64;4;Casual;15.6;2;No;No;66990
Lenovo;Intel;4;LPDDR4;Missing;32;0;Casual;0;0;No;No;16990
Lenovo;Intel;8;DDR4;Windows;32;2;Casual;15.6;1;No;Yes;84086
DELL;Intel;8;DDR4;Windows;32;0;Casual;15.6;0;No;No;41480
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;0;No;No;32990
Lenovo;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;Yes;61999
acer;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;No;72964
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
Lenovo;Intel;4;LPDDR4;Missing;32;0;Casual;0;0;No;No;24990
Avita;Intel;8;DDR4;Windows;64;0;ThinNlight;14;0;No;No;73990
ASUS;Intel;8;DDR4;Windows;64;0;Casual;15.6;1;No;No;38680
acer;Intel;4;DDR4;Missing;32;0;Casual;ITW);0;No;No;23990
Lenovo;Intel;4;DDR4;Missing;32;0;Casual;15.6;0;No;No;29999
Lenovo;AMD;4;DDR4;Windows;64;0;Casual;15.6;0;No;No;34990
HP;Intel;8;DDR4;Windows;32;0;Casual;15.6;1;No;Yes;48790
acer;Intel;8;DDR4;Windows;64;2;Casual;15.6;1;No;No;56491
HP;Intel;4;DDR4;Missing;64;0;Casual;15.6;0;No;No;32955
DELL;AMD;8;DDR4;Windows;64;0;ThinNlight;14.96;0;No;No;39990
acer;Intel;16;DDR4;Windows;64;0;Casual;14;0;No;No;62490
APPLE;Apple;8;DDR4;Mac;64;0;Casual;13.3;1;No;No;104990
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;15.6;0;No;No;46390
DELL;Intel;8;DDR4;Windows;64;0;ThinNlight;14.96;0;No;No;40390
HP;Intel;8;DDR4;Windows;64;0;ThinNlight;13.3;1;No;No;76012
ASUS;Intel;4;DDR4;Windows;64;0;ThinNlight;14.1;0;No;No;33990
Lenovo;Intel;4;DDR4;Missing;64;0;Casual;15.6;0;No;No;39999
